provincia,sector,r_8,r_9,r_10,r_11,r_12,r_1314,_sec8,_sec9,_sec10,_sec11,_sec12,_sec1314
Mendoza,Privado,16,11,15,6,8,0,11,11,10,10,10,0
Mendoza,Estatal,20,11,10,1,0,0,4,3,2,2,2,1
Mendoza,Estatal,90,109,58,39,31,3,27,24,23,19,17,5
Mendoza,Privado,21,7,22,13,32,0,6,6,5,5,5,0
Mendoza,Estatal,187,194,164,58,54,1,64,54,46,41,38,7
Mendoza,Privado,43,33,45,22,19,0,38,34,35,36,33,0
Mendoza,Estatal,58,38,26,8,2,0,16,15,13,11,9,1
Mendoza,Estatal,461,342,257,117,147,13,96,78,65,55,47,6
Mendoza,Privado,2,3,3,1,2,0,4,4,4,4,3,0
Mendoza,Privado,34,45,34,21,48,0,38,37,34,32,32,0
Mendoza,Estatal,22,11,10,8,3,2,8,7,8,7,6,1
Mendoza,Estatal,65,57,43,20,2,0,24,21,17,16,15,6
Mendoza,Estatal,11,13,28,23,5,8,7,7,7,6,5,3
Mendoza,Privado,0,0,0,0,0,0,0,0,0,0,0,0
Mendoza,Estatal,347,305,150,109,72,13,88,73,62,51,44,8
Mendoza,Privado,2,4,4,3,0,0,6,5,4,4,3,0
Mendoza,Estatal,47,46,36,14,17,0,21,18,17,15,14,5
Mendoza,Estatal,11,17,19,7,0,0,9,10,11,9,9,0
Mendoza,Privado,0,0,0,0,0,0,0,0,0,0,0,0
Mendoza,Estatal,42,49,28,16,5,0,11,10,9,6,6,2
Mendoza,Estatal,229,217,168,75,23,0,60,53,41,32,30,4
Mendoza,Privado,15,8,13,5,5,0,15,15,14,14,13,0
Mendoza,Estatal,69,50,27,11,8,7,14,12,9,7,6,1
Mendoza,Estatal,334,345,209,131,45,11,81,69,57,50,44,11
Mendoza,Privado,15,20,21,16,11,2,18,18,17,17,17,2
Mendoza,Estatal,7,4,9,1,0,0,6,6,5,5,5,2
Mendoza,Estatal,29,29,29,11,8,2,17,15,12,11,10,5
Mendoza,Estatal,39,24,23,11,4,0,17,15,12,11,11,0
Mendoza,Estatal,63,96,59,15,1,0,20,18,17,15,13,3
Mendoza,Privado,0,0,0,0,0,0,0,0,0,0,0,0
Mendoza,Estatal,15,18,18,6,5,4,7,7,5,5,4,2
Mendoza,Estatal,22,21,15,5,2,2,13,12,11,9,8,2
Mendoza,Privado,0,0,0,0,0,0,0,0,0,0,0,0
Mendoza,Privado,15,11,9,4,10,0,7,6,6,5,5,0
Mendoza,Estatal,102,45,41,27,16,1,26,22,21,16,15,4
Mendoza,Estatal,143,134,89,29,22,0,49,44,38,34,32,8
Mendoza,Privado,0,0,0,0,0,0,0,0,0,0,0,0
Mendoza,Privado,6,7,13,4,4,0,7,7,7,7,7,0
Mendoza,Estatal,76,84,49,27,9,5,27,22,21,17,17,12
Mendoza,Estatal,192,173,207,113,89,5,87,82,77,71,68,18
Mendoza,Privado,8,18,13,6,3,0,19,17,17,17,16,0
Mendoza,Estatal,7,9,11,5,5,0,5,5,4,3,3,0
Mendoza,Estatal,28,11,10,1,1,0,11,8,8,7,6,1
Mendoza,Privado,0,0,0,0,0,0,0,0,0,0,0,0
Mendoza,Privado,0,0,0,0,0,0,0,0,0,0,0,0
Mendoza,Estatal,7,11,5,4,0,0,3,3,3,2,2,0
Mendoza,Estatal,140,78,66,16,2,0,33,26,24,19,16,5
Mendoza,Privado,0,0,0,0,0,0,0,0,0,0,0,0
Mendoza,Privado,6,4,7,3,0,0,3,3,3,3,3,0
Mendoza,Estatal,19,19,6,5,1,0,8,7,6,6,5,1
Mendoza,Estatal,64,65,79,26,4,3,15,14,13,13,11,2
Mendoza,Privado,3,5,3,3,4,0,3,3,3,3,3,0
Misiones,Estatal,25,30,14,17,13,2,14,14,22,13,13,1
Misiones,Estatal,1,10,8,2,2,1,5,5,5,3,3,1
Misiones,Estatal,33,20,9,10,1,0,7,5,5,4,3,0
Misiones,Estatal,139,82,50,18,0,0,29,22,17,14,13,4
Misiones,Privado,2,16,2,1,0,0,10,10,12,12,11,1
Misiones,Estatal,11,3,2,1,0,0,3,3,4,3,3,0
Misiones,Estatal,198,150,67,29,19,0,42,34,44,29,28,6
Misiones,Privado,6,9,4,5,3,1,6,6,6,6,6,1
Misiones,Estatal,14,23,13,6,1,0,9,9,7,6,6,2
Misiones,Estatal,121,109,42,21,15,15,21,18,14,14,12,2
Misiones,Estatal,52,70,29,12,3,0,14,11,8,7,6,0
Misiones,Estatal,880,740,354,138,118,13,207,165,133,111,107,14
Misiones,Privado,76,137,98,61,53,3,82,78,79,75,74,6
Misiones,Estatal,1,3,4,2,0,0,1,1,1,1,1,0
Misiones,Estatal,29,36,19,4,0,0,7,6,5,4,3,1
Misiones,Estatal,32,53,19,11,2,0,15,13,10,7,7,4
Misiones,Estatal,357,223,107,35,13,7,50,39,30,24,23,6
Misiones,Privado,1,13,7,3,0,0,9,9,8,8,8,0
Misiones,Privado,26,34,17,11,9,0,18,18,19,18,18,0
Misiones,Privado,3,8,6,3,1,0,3,4,3,4,4,0
Misiones,Estatal,29,24,4,5,1,1,8,5,6,4,3,2
Misiones,Estatal,69,84,17,12,10,0,26,17,21,15,13,2
Misiones,Privado,7,7,7,7,4,0,5,5,5,5,4,0
Misiones,Estatal,8,15,2,6,2,0,3,3,5,5,5,0
Misiones,Estatal,99,80,65,52,26,2,34,28,32,22,21,4
Misiones,Privado,11,6,2,4,3,0,5,4,3,3,3,0
Misiones,Estatal,0,0,0,0,0,0,0,0,0,0,0,0
Misiones,Estatal,375,310,130,56,20,2,67,55,43,31,30,5
Misiones,Privado,15,31,28,21,22,0,13,13,12,11,11,1
Misiones,Estatal,28,27,7,9,9,0,13,11,18,10,10,0
Misiones,Estatal,92,81,36,9,0,0,23,20,19,17,14,4
Misiones,Privado,2,5,5,2,1,0,5,5,5,5,5,0
Misiones,Estatal,30,19,12,5,8,1,9,6,7,5,5,1
Misiones,Estatal,125,120,53,20,14,3,27,25,24,17,16,5
Misiones,Privado,3,20,9,2,0,0,3,3,4,3,3,3
Misiones,Privado,7,21,10,7,4,1,6,7,6,6,6,1
Misiones,Estatal,42,45,19,4,0,0,7,5,4,4,4,0
Misiones,Estatal,150,149,58,20,7,0,25,21,18,16,14,5
Misiones,Privado,6,5,6,4,5,1,5,5,6,6,6,1
Misiones,Estatal,41,38,26,11,11,3,19,18,18,15,15,3
Misiones,Estatal,207,237,112,38,17,8,60,53,50,40,40,5
Misiones,Privado,2,12,6,11,5,0,8,8,9,9,8,0
Misiones,Estatal,26,15,9,4,5,0,6,6,7,6,6,0
Misiones,Estatal,153,176,76,35,19,0,41,38,36,29,28,5
Misiones,Privado,2,2,3,1,4,0,2,2,2,2,2,0
Misiones,Privado,4,3,3,2,3,1,5,5,5,5,5,1
Misiones,Estatal,15,19,17,18,5,0,6,5,6,5,4,0
Misiones,Estatal,36,17,12,9,7,0,13,8,8,7,6,2
Misiones,Estatal,20,12,5,5,0,0,4,4,4,4,4,0
Misiones,Estatal,42,61,16,12,8,1,17,16,13,11,10,5
Neuquén,Estatal,23,10,9,6,5,0,6,6,6,6,6,0
Neuquén,Estatal,74,52,39,18,4,3,17,12,9,7,7,2
Neuquén,Estatal,3,2,2,3,0,0,3,3,3,3,2,0
Neuquén,Estatal,14,3,1,2,0,0,2,2,1,1,1,0
Neuquén,Estatal,3,9,17,1,14,0,2,1,1,1,1,0
Neuquén,Estatal,50,38,29,27,18,0,17,15,11,10,10,2
Neuquén,Estatal,0,0,0,0,0,0,0,0,0,0,0,0
Neuquén,Estatal,19,13,5,3,1,0,5,4,4,3,3,0
Neuquén,Estatal,1357,1351,779,546,301,72,305,251,208,181,169,49
Neuquén,Privado,41,42,46,31,23,0,53,48,47,47,46,2
Neuquén,Estatal,0,3,0,0,0,0,1,1,1,1,1,0
Neuquén,Estatal,118,63,35,31,24,0,26,23,19,17,16,0
Neuquén,Privado,3,8,5,6,0,0,3,3,3,2,2,1
Neuquén,Privado,5,6,4,3,2,0,4,4,4,4,4,1
Neuquén,Estatal,5,3,1,0,0,0,4,3,3,2,3,0
Neuquén,Estatal,40,48,20,1,5,0,9,7,6,6,5,2
Neuquén,Privado,12,9,0,1,0,1,4,4,3,3,3,1
Neuquén,Estatal,0,0,0,0,0,0,0,0,0,0,0,0
Neuquén,Estatal,145,146,80,42,46,9,25,24,19,16,16,4
Neuquén,Privado,1,1,0,0,0,0,5,4,3,3,3,0
Neuquén,Estatal,0,0,0,0,0,0,0,0,0,0,0,0
Neuquén,Estatal,37,32,22,19,0,0,14,11,9,8,6,0
Neuquén,Estatal,4,10,2,2,1,0,5,5,4,4,4,2
Neuquén,Estatal,4,1,2,3,3,0,2,1,2,1,1,0
Neuquén,Estatal,123,89,50,24,7,12,20,17,13,12,10,3
Neuquén,Estatal,1,0,0,0,0,0,1,1,1,1,0,0
Neuquén,Estatal,14,20,26,5,2,0,4,4,3,2,2,0
Neuquén,Estatal,9,3,2,2,1,0,1,1,1,1,1,0
Neuquén,Estatal,0,0,0,0,0,0,0,0,0,0,0,0
Neuquén,Estatal,222,210,109,36,27,1,36,29,25,21,21,6
Río Negro,Estatal,0,0,0,1,0,0,0,2,2,3,2,0
Río Negro,Estatal,12,12,14,17,7,0,13,13,15,13,12,1
Río Negro,Estatal,1,3,10,5,2,0,4,4,4,4,3,0
Río Negro,Estatal,0,0,0,3,0,0,3,3,3,4,3,0
Río Negro,Estatal,25,25,7,11,6,0,9,7,7,6,6,2
Río Negro,Estatal,43,53,22,17,8,0,34,37,34,26,21,2
Río Negro,Privado,15,27,15,14,0,0,13,13,10,9,9,0
Río Negro,Estatal,1,14,5,3,0,0,5,5,4,6,5,0
Río Negro,Estatal,96,114,76,26,13,1,31,29,29,26,20,4
Río Negro,Privado,1,5,9,1,0,0,3,3,3,3,3,0
Río Negro,Estatal,9,5,3,0,0,0,3,4,4,2,3,1
Río Negro,Estatal,70,121,101,67,21,0,60,62,64,62,58,5
Río Negro,Privado,11,22,23,16,23,2,35,36,35,32,32,6
Río Negro,Estatal,30,23,9,4,0,0,6,6,5,4,4,1
Río Negro,Estatal,7,12,14,6,2,0,4,4,4,4,4,0
Río Negro,Estatal,6,7,2,2,0,0,2,1,2,1,1,1
Río Negro,Estatal,14,24,23,24,9,0,5,6,6,6,4,0
Río Negro,Privado,1,5,4,8,0,0,5,5,4,4,4,0
Río Negro,Estatal,17,16,21,21,30,0,9,9,11,11,10,0
Río Negro,Estatal,687,835,452,328,170,28,216,235,216,184,154,29
Río Negro,Privado,35,59,46,24,16,0,46,43,42,41,40,3
Río Negro,Estatal,15,29,16,11,2,0,8,8,7,6,5,2
Río Negro,Estatal,5,7,8,6,0,0,8,8,8,9,7,0
Río Negro,Estatal,93,124,41,12,9,0,31,32,25,26,16,3
Río Negro,Estatal,0,0,0,0,0,0,0,0,1,0,1,0
Salta,Estatal,44,35,31,15,12,0,14,11,11,10,11,1
Salta,Estatal,195,120,79,29,10,8,48,42,36,36,32,8
Salta,Estatal,20,5,6,1,0,0,1,2,2,2,6,1
Salta,Estatal,0,0,0,0,0,0,0,0,0,0,0,0
Salta,Estatal,69,67,33,18,5,4,15,14,11,10,9,5
Salta,Estatal,25,10,8,8,0,0,3,2,2,1,1,0
Salta,Estatal,2419,1562,874,626,204,9,395,352,298,267,239,49
Salta,Privado,199,148,104,65,28,0,138,131,123,116,113,6
Salta,Estatal,38,13,1,0,0,0,4,3,2,2,4,0
Salta,Estatal,134,113,46,21,1,0,22,18,14,12,9,4
Salta,Estatal,3,4,0,0,1,0,3,2,2,2,2,0
Salta,Estatal,157,110,55,31,3,0,23,21,14,12,12,2
Salta,Estatal,34,30,7,3,0,0,13,12,12,9,9,4
Salta,Privado,8,5,7,1,0,0,2,2,2,2,2,0
Salta,Privado,18,22,19,11,1,0,29,25,22,20,18,1
Salta,Estatal,4,3,3,3,1,0,2,2,2,3,4,0
Salta,Estatal,231,161,66,43,14,0,46,43,36,35,32,10
Salta,Estatal,115,50,36,18,15,0,16,13,12,10,15,2
Salta,Estatal,440,464,255,143,35,2,125,112,94,77,63,17
Salta,Privado,48,33,16,11,7,0,22,19,18,17,17,0
Salta,Estatal,9,3,5,0,0,0,1,1,1,1,4,0
Salta,Estatal,6,0,1,1,0,0,8,8,7,7,10,1
Salta,Estatal,0,0,0,0,0,0,0,0,0,0,0,0
Salta,Estatal,62,41,28,15,5,0,6,5,6,6,4,0
Salta,Estatal,5,6,4,8,0,0,4,4,3,3,3,0
Salta,Estatal,6,4,3,2,0,0,1,1,1,1,3,0
Salta,Estatal,11,6,6,0,0,0,3,3,3,3,3,0
Salta,Estatal,11,11,7,2,0,0,4,3,2,2,2,0
Salta,Estatal,0,1,0,2,0,0,1,0,1,1,3,0
Salta,Estatal,7,6,6,5,1,0,7,6,6,7,6,0
Salta,Estatal,14,9,6,0,0,0,8,7,7,7,6,1
Salta,Estatal,154,102,60,49,20,2,37,33,27,24,22,5
Salta,Estatal,20,16,3,7,1,1,6,7,5,5,12,1
Salta,Estatal,8,6,5,3,1,0,3,3,3,3,3,0
Salta,Estatal,529,426,250,145,54,5,110,94,78,68,59,12
Salta,Privado,7,7,6,5,1,0,11,11,9,8,8,1
Salta,Estatal,117,47,27,21,14,1,16,13,9,8,12,2
Salta,Estatal,81,69,25,15,0,0,16,14,10,9,6,4
Salta,Estatal,17,6,5,6,1,0,7,7,6,6,7,3
Salta,Estatal,152,132,39,18,0,0,26,23,17,17,15,4
Salta,Estatal,34,21,7,4,0,0,6,4,4,4,3,0
Salta,Estatal,112,100,36,25,7,9,23,19,15,13,11,4
Salta,Estatal,11,15,8,2,1,1,6,7,6,6,7,1
Salta,Estatal,36,25,23,18,8,0,10,10,8,8,14,0
San Juan,Estatal,30,23,14,3,0,0,9,7,11,8,5,2
San Juan,Estatal,31,15,14,8,0,0,6,5,5,5,4,0
San Juan,Estatal,11,6,4,4,0,0,3,3,3,3,3,1
San Juan,Estatal,22,10,0,1,0,0,3,3,2,2,1,0
San Juan,Estatal,65,66,39,2,0,0,14,13,11,11,8,2
San Juan,Estatal,9,9,2,1,1,0,5,5,2,2,2,0
San Juan,Estatal,9,4,3,2,0,0,5,4,3,4,1,1
San Juan,Estatal,27,9,14,0,0,0,2,2,2,2,2,0
San Juan,Estatal,433,308,269,115,68,0,111,108,105,101,90,25
San Juan,Privado,57,37,55,16,4,0,56,52,51,50,50,4
San Juan,Estatal,32,23,6,1,0,0,7,7,5,4,2,0
San Juan,Estatal,125,85,81,26,7,0,26,22,23,21,19,4
San Juan,Estatal,17,10,0,0,0,0,2,2,0,0,0,0
San Juan,Estatal,366,157,100,57,7,0,35,29,26,24,17,0
San Juan,Privado,19,15,11,3,4,0,10,9,9,8,8,5
San Juan,Estatal,29,7,10,0,2,0,8,5,5,4,2,2
San Juan,Estatal,19,22,21,2,0,0,5,4,6,4,5,1
San Juan,Privado,0,4,0,0,3,5,3,3,2,2,2,2
San Juan,Privado,20,15,14,7,2,0,15,15,15,15,15,2
San Juan,Estatal,5,5,5,2,0,0,5,5,4,4,2,0
San Juan,Estatal,32,26,31,12,6,1,7,7,6,6,5,3
San Juan,Estatal,17,26,18,14,0,0,12,12,13,12,8,4
San Juan,Estatal,123,54,37,9,0,0,15,11,11,9,9,0
San Juan,Estatal,96,49,20,24,1,0,15,13,10,9,8,0
San Juan,Estatal,79,33,24,15,0,0,10,8,8,7,5,1
San Juan,Estatal,283,166,85,24,12,1,47,40,33,31,27,3
San Juan,Privado,28,18,12,2,0,0,13,13,11,11,11,0
San Juan,Estatal,54,42,15,6,0,0,7,5,4,3,3,0
San Juan,Estatal,156,126,86,50,20,0,30,26,21,19,17,2
San Juan,Privado,13,8,11,3,0,0,12,12,12,12,12,0
San Juan,Estatal,38,44,20,3,0,0,8,7,7,7,10,0
San Juan,Estatal,35,19,6,3,0,0,5,4,3,3,3,0
San Juan,Estatal,61,34,19,15,1,0,12,11,11,10,9,1
San Juan,Privado,5,3,4,0,0,0,4,3,2,2,2,0
San Juan,Estatal,31,13,5,3,0,0,6,6,4,3,3,0
San Juan,Estatal,80,54,15,3,0,0,10,7,8,6,6,2
San Juan,Estatal,6,5,1,0,0,0,2,2,2,2,2,0
San Juan,Estatal,10,9,1,1,1,0,5,5,5,4,4,2
San Luis,Estatal,0,0,0,0,0,0,4,2,2,2,2,0
San Luis,Estatal,57,26,27,7,12,2,14,13,12,12,12,8
San Luis,Estatal,8,7,4,1,1,0,5,6,5,5,5,1
San Luis,Estatal,21,13,8,6,2,0,8,8,8,7,4,1
San Luis,Estatal,48,38,40,20,8,4,13,13,13,11,11,4
San Luis,Estatal,30,4,7,4,0,0,8,7,6,6,6,1
San Luis,Estatal,31,15,17,7,3,0,6,6,6,6,5,3
San Luis,Estatal,19,1,2,1,0,0,4,4,3,2,2,0
San Luis,Privado,4,10,6,7,3,0,1,1,1,1,1,0
San Luis,Privado,11,4,7,6,5,0,3,3,3,3,3,0
San Luis,Estatal,13,5,2,2,3,1,8,9,10,7,9,1
San Luis,Estatal,357,267,255,157,106,14,147,139,116,107,94,18
San Luis,Privado,21,14,16,18,19,0,26,26,27,26,25,0
San Luis,Estatal,16,9,9,5,8,0,19,17,17,17,16,4
San Luis,Estatal,306,173,195,144,60,6,92,83,68,64,61,21
San Luis,Privado,2,3,0,0,0,0,11,10,10,10,10,0
San Luis,Estatal,10,14,9,1,2,0,10,11,9,10,8,1
San Luis,Estatal,25,14,11,4,5,0,6,3,3,3,3,0
San Luis,Estatal,25,16,11,7,1,0,9,9,5,6,5,0
San Luis,Estatal,77,46,35,13,17,0,15,15,13,13,12,1
San Luis,Privado,5,3,7,9,6,0,5,5,6,5,6,0
San Luis,Estatal,4,1,6,1,2,0,4,5,10,9,6,1
Santa Cruz,Estatal,27,35,17,8,15,0,10,7,5,5,4,0
Santa Cruz,Estatal,23,17,5,2,0,0,3,3,3,3,3,0
Santa Cruz,Estatal,830,517,358,182,15,0,97,79,67,56,49,14
Santa Cruz,Privado,30,18,14,15,10,0,16,14,13,13,12,0
Santa Cruz,Estatal,9,13,2,0,0,0,4,4,3,3,3,0
Santa Cruz,Privado,0,0,0,0,0,0,0,0,0,0,0,0
Santa Cruz,Privado,0,0,2,0,0,0,3,3,2,2,2,0
Santa Cruz,Estatal,1,0,0,0,0,0,1,1,1,1,1,0
Santa Cruz,Estatal,897,518,388,241,35,4,95,79,69,58,49,8
Santa Cruz,Privado,26,30,9,6,1,0,17,17,16,15,15,0
Santa Cruz,Estatal,121,77,47,38,2,0,15,13,9,9,8,1
Santa Cruz,Privado,15,6,5,0,0,0,5,4,2,2,2,0
Santa Cruz,Estatal,87,32,20,9,0,0,11,7,3,3,1,0
Santa Cruz,Estatal,79,29,28,13,1,2,8,7,2,1,1,1
Santa Cruz,Estatal,72,23,28,12,0,0,6,4,4,3,1,1
Santa Fe,Estatal,55,48,47,9,0,0,11,10,10,8,8,0
Santa Fe,Estatal,215,122,104,21,5,0,22,15,12,9,9,4
Santa Fe,Estatal,1,0,2,0,0,0,1,1,1,1,1,0
Santa Fe,Estatal,114,91,69,16,4,0,25,23,20,16,16,3
Santa Fe,Privado,4,2,2,0,0,0,5,5,6,5,5,0
Santa Fe,Estatal,3,10,2,3,0,0,3,3,3,3,3,0
Santa Fe,Estatal,176,126,90,17,0,0,45,41,36,34,33,8
Santa Fe,Privado,13,17,6,0,0,0,11,11,12,12,12,5
Santa Fe,Estatal,63,54,40,10,0,0,23,18,21,16,16,0
Santa Fe,Estatal,384,435,270,114,21,0,82,74,62,58,51,14
Santa Fe,Privado,20,14,14,1,0,0,8,8,5,4,4,1
Santa Fe,Privado,34,35,23,5,0,0,20,20,20,20,20,0
Santa Fe,Estatal,9,9,10,2,0,0,5,5,5,5,8,0
Santa Fe,Estatal,191,150,113,38,1,0,40,36,31,27,28,7
Santa Fe,Privado,12,13,11,5,2,0,14,14,12,12,12,4
Santa Fe,Privado,41,35,19,14,0,0,12,11,10,10,10,2
Santa Fe,Privado,25,23,12,8,0,0,6,5,5,5,5,0
Santa Fe,Estatal,21,20,13,4,0,0,4,3,2,2,1,1
Santa Fe,Estatal,118,121,75,35,10,0,16,12,12,8,8,3
Santa Fe,Estatal,35,44,47,10,0,0,14,13,12,11,11,2
Santa Fe,Estatal,565,381,292,88,11,0,90,78,68,63,60,16
Santa Fe,Privado,11,4,10,5,0,0,4,4,4,4,4,0
Santa Fe,Privado,49,67,32,12,0,0,30,31,32,32,31,5
Santa Fe,Estatal,99,103,76,29,3,0,22,21,21,19,19,2
Santa Fe,Estatal,665,569,413,172,18,1,110,96,81,63,60,13
Santa Fe,Privado,8,10,12,7,0,0,6,6,5,5,5,0
Santa Fe,Privado,66,62,55,31,0,0,27,25,23,20,20,0
Santa Fe,Estatal,25,21,23,3,0,0,7,7,6,6,6,1
Santa Fe,Estatal,106,106,76,18,4,0,32,28,27,20,21,4
Santa Fe,Privado,8,19,16,6,2,0,9,8,7,7,6,1
Santa Fe,Estatal,27,11,10,2,1,0,5,4,3,3,3,1
Santa Fe,Estatal,1866,1533,959,397,91,2,298,265,232,213,199,59
Santa Fe,Privado,187,192,137,62,3,0,120,117,106,105,105,7
Santa Fe,Estatal,44,36,30,14,1,0,16,15,16,15,14,2
Santa Fe,Estatal,236,198,126,43,25,0,42,36,31,30,30,15
Santa Fe,Privado,18,6,9,3,0,0,5,4,4,4,4,0
Santa Fe,Privado,35,19,27,9,0,0,17,17,18,17,16,1
Santa Fe,Estatal,12,11,8,2,1,0,4,4,5,4,4,0
Santa Fe,Estatal,3040,2108,1304,495,117,1,555,460,400,354,332,84
Santa Fe,Privado,349,350,290,123,9,0,264,263,259,252,245,13
Santa Fe,Estatal,38,32,21,9,2,0,6,5,7,7,7,1
Santa Fe,Estatal,325,185,74,36,12,0,37,31,30,26,23,10
Santa Fe,Privado,8,17,12,2,0,0,9,9,8,8,8,0
Santa Fe,Estatal,10,11,8,2,0,0,4,4,4,3,2,0
Santa Fe,Estatal,246,131,111,40,4,0,20,17,18,15,12,2
Santa Fe,Privado,9,4,10,1,1,0,4,4,4,4,4,0
Santa Fe,Estatal,58,53,38,15,1,0,12,11,11,11,10,0
Santa Fe,Estatal,202,177,116,37,2,0,41,35,33,29,29,7
Santa Fe,Privado,13,20,23,6,2,0,7,7,7,7,7,0
Santa Fe,Estatal,51,30,30,4,0,0,11,10,7,7,7,1
Santa Fe,Estatal,181,132,67,18,6,0,21,18,14,12,11,5
Santa Fe,Privado,2,2,4,3,0,0,4,4,4,4,4,0
Santa Fe,Estatal,7,2,6,0,0,0,2,2,2,2,2,0
Santa Fe,Estatal,579,440,367,114,31,1,95,80,71,55,49,16
Santa Fe,Privado,33,33,46,12,0,0,28,28,24,23,23,2
Santa Fe,Estatal,25,29,15,5,0,0,9,8,8,8,8,1
Santa Fe,Estatal,138,84,84,18,0,0,25,21,18,16,16,5
Santa Fe,Privado,51,32,31,8,0,0,15,11,12,12,12,0
Santa Fe,Estatal,33,42,33,7,1,0,14,13,12,10,11,0
Santa Fe,Estatal,139,99,79,37,3,0,25,21,17,15,13,3
Santa Fe,Privado,11,2,6,2,0,0,3,3,3,3,3,0
Santa Fe,Privado,23,47,31,14,3,0,10,10,10,7,8,0
Santiago del Estero,Estatal,4,1,6,0,0,0,5,3,2,2,2,1
Santiago del Estero,Estatal,4,2,3,1,0,0,10,7,4,3,2,0
Santiago del Estero,Estatal,50,83,9,19,11,0,8,8,5,5,4,0
Santiago del Estero,Estatal,0,0,0,0,0,0,10,10,4,4,3,0
Santiago del Estero,Estatal,66,60,34,37,2,0,17,17,12,9,9,0
Santiago del Estero,Estatal,97,78,25,19,4,0,32,32,16,14,13,2
Santiago del Estero,Estatal,267,209,107,84,39,0,69,58,47,45,43,13
Santiago del Estero,Privado,24,44,31,17,20,0,16,17,14,14,14,0
Santiago del Estero,Estatal,48,40,29,11,8,0,10,9,10,8,8,2
Santiago del Estero,Estatal,1030,883,452,260,151,25,172,145,105,94,89,18
Santiago del Estero,Privado,118,121,106,76,101,0,67,61,58,57,55,0
Santiago del Estero,Estatal,10,7,13,3,0,0,11,11,9,9,8,0
Santiago del Estero,Estatal,69,69,28,33,7,0,18,16,14,13,12,5
Santiago del Estero,Privado,1,10,4,3,1,0,5,5,5,5,5,0
Santiago del Estero,Estatal,2,1,3,2,2,0,7,7,4,4,4,2
Santiago del Estero,Estatal,106,76,43,17,7,0,10,10,7,7,5,0
Santiago del Estero,Estatal,8,8,7,4,4,0,6,4,4,4,4,0
Santiago del Estero,Estatal,204,138,95,47,17,7,37,32,27,20,17,5
Santiago del Estero,Privado,53,57,57,21,10,1,15,11,10,9,9,2
Santiago del Estero,Privado,49,64,60,39,28,4,32,33,31,30,26,4
Santiago del Estero,Estatal,68,53,11,12,0,0,13,11,13,12,13,0
Santiago del Estero,Estatal,0,0,0,0,0,0,6,6,4,4,3,0
Santiago del Estero,Estatal,73,69,34,13,0,0,23,19,14,12,8,3
Santiago del Estero,Estatal,13,11,12,5,1,0,13,15,7,6,6,1
Santiago del Estero,Estatal,30,25,11,9,3,0,20,20,7,7,5,0
Santiago del Estero,Estatal,22,21,13,11,7,0,17,17,8,4,4,0
Santiago del Estero,Estatal,6,24,18,13,5,0,8,8,6,6,6,0
Santiago del Estero,Estatal,1,1,0,2,0,0,7,6,5,5,5,0
Santiago del Estero,Estatal,19,7,10,1,1,0,7,7,4,3,3,0
Santiago del Estero,Estatal,9,8,1,0,0,0,18,18,5,5,5,0
Santiago del Estero,Estatal,47,40,35,19,7,7,13,11,9,8,7,2
Santiago del Estero,Privado,5,16,10,3,3,0,7,8,6,5,5,0
Santiago del Estero,Estatal,0,0,0,0,0,0,1,2,0,0,0,0
Santiago del Estero,Estatal,13,17,20,26,0,0,11,13,9,9,9,0
Santiago del Estero,Estatal,103,77,34,31,4,0,20,20,10,8,7,0
Santiago del Estero,Estatal,8,4,1,0,0,0,6,4,6,2,2,0
Santiago del Estero,Estatal,28,30,12,12,0,0,21,20,9,8,7,0
Santiago del Estero,Estatal,110,84,62,22,23,2,21,17,13,13,13,2
Santiago del Estero,Privado,1,1,3,2,1,0,5,4,4,4,4,0
Santiago del Estero,Estatal,0,0,0,0,0,0,1,1,1,0,1,0
Santiago del Estero,Estatal,25,21,8,8,2,0,6,6,4,4,4,2
Santiago del Estero,Estatal,143,109,63,36,3,1,24,18,14,12,9,2
Santiago del Estero,Privado,2,3,2,2,1,1,5,4,4,4,4,1
Santiago del Estero,Estatal,14,9,7,1,1,0,10,10,3,0,0,0
Santiago del Estero,Estatal,17,7,6,3,0,0,14,13,5,5,5,0
Santiago del Estero,Estatal,2,1,0,0,0,0,6,6,0,0,0,0
Santiago del Estero,Estatal,14,13,8,2,0,0,12,12,9,9,8,0
Tierra del Fuego,Estatal,0,0,0,0,0,0,0,0,0,0,0,0
Tierra del Fuego,Estatal,138,118,73,60,8,0,63,60,52,44,39,5
Tierra del Fuego,Privado,3,6,7,2,0,0,20,19,17,17,16,2
Tierra del Fuego,Estatal,139,63,73,56,7,0,50,48,43,42,38,8
Tierra del Fuego,Privado,0,1,4,4,0,0,13,13,13,12,12,0
Tucumán,Estatal,147,101,69,44,11,0,31,30,24,23,21,1
Tucumán,Estatal,1341,844,527,260,54,6,250,230,202,189,181,28
Tucumán,Privado,206,133,131,46,40,0,136,132,133,131,131,3
Tucumán,Estatal,46,32,16,9,5,0,10,9,7,7,7,1
Tucumán,Estatal,158,123,62,47,36,5,40,37,34,32,27,6
Tucumán,Privado,12,9,5,3,0,0,8,8,8,8,8,0
Tucumán,Estatal,112,56,29,14,11,1,15,14,13,12,10,1
Tucumán,Estatal,471,339,208,107,38,0,70,60,54,51,46,8
Tucumán,Privado,36,18,24,6,10,0,26,22,21,18,18,3
